rowid,kepid,kepoi_name,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
2090,9827149,K02586.01,2.131945045,6.45E-06,-6.45E-06,133.65547,2.68E-03,-2.68E-03,0.209,0.237,-0.209,1.8061,0.0699,-0.0699,1.66,5.00E-01,-1.70E-01,1418,,,955.16,848.6,-293.98,5845,162,-223,4.469,0.05,-0.2,1.013,0.305,-0.102,290.17618,46.698341,15.545
2091,5546691,K02587.01,12.9462567,2.93E-04,-2.93E-04,139.4165,1.83E-02,-1.83E-02,0.109,0.336,-0.109,9.568,0.606,-0.606,1.13,2.90E-01,-1.00E-01,764,,,80.34,59.91,-22.05,6058,161,-197,4.54,0.046,-0.184,0.867,0.22,-0.078,295.46234,40.77697,15.079
2092,12156347,K02588.01,5.77957133,2.38E-05,-2.38E-05,136.53014,3.60E-03,-3.60E-03,0.946,0.004,-0.656,2.5213,0.085,-0.085,1.5,8.00E-02,-8.00E-02,598,,,30.22,6.04,-5.21,4102,81,-81,4.687,0.022,-0.027,0.581,0.031,-0.031,289.74277,50.787041,15.484
2093,8636539,K02656.01,6.77367892,6.33E-05,-6.33E-05,138.07568,8.86E-03,-8.86E-03,0.228,0.218,-0.228,3.579,0.209,-0.209,1.33,4.10E-01,-1.70E-01,1083,,,324.84,289.79,-108.64,6392,154,-220,4.425,0.065,-0.195,1.072,0.334,-0.134,296.00543,44.71851,15.024
2094,9283156,K02657.01,5.22402436,3.17E-05,-3.17E-05,132.85379,5.43E-03,-5.43E-03,0.12,0.334,-0.12,2.608,0.151,-0.151,0.58,5.00E-02,-5.00E-02,941,,,185.16,57.75,-37.44,5487,109,-109,4.512,0.056,-0.077,0.84,0.085,-0.059,292.76175,45.727242,12.869
2095,8547429,K02658.01,11.6601667,1.02E-04,-1.02E-04,140.62189,8.59E-03,-8.59E-03,0.983,0.003,-0.687,5.882,0.361,-0.361,2.08,3.30E-01,-1.90E-01,834,,,114.36,47.66,-25.61,5791,78,-86,4.381,0.08,-0.12,1.083,0.172,-0.1,286.22464,44.654469,14.406
2096,8803882,K02659.01,89.465468,1.54E-03,-1.54E-03,170.8426,2.19E-02,-2.19E-02,0.931,0.041,-0.663,9.88,2.5,-2.5,2.57,3.90E-01,-7.20E-01,549,,,21.43,9.53,-11.28,5192,113,-113,3.773,0.189,-0.081,2.46,0.372,-0.691,284.79694,45.099091,12.998
2097,9893318,K02660.01,18.0161227,1.09E-04,-1.09E-04,145.24169,6.14E-03,-6.14E-03,0.023,0.429,-0.023,4.016,0.178,-0.178,2.39,7.60E-01,-3.30E-01,768,,,82.38,77.53,-29.08,6245,175,-219,4.406,0.072,-0.217,1.065,0.339,-0.145,292.86984,46.741859,15.394
2098,6864885,K02434.01,40.8777605,4.81E-04,-4.81E-04,163.43477,9.76E-03,-9.76E-03,1.262,71.44,-4.177,9.745,0.49,-0.49,29.55,9.27E+00,-3.09E+00,526,,,18.15,17.1,-5.43,5930,178,-196,4.489,0.054,-0.216,0.937,0.294,-0.098,292.35745,42.389149,15.59
2099,5097868,K02435.01,6.80243431,6.38E-05,-6.38E-05,132.40355,6.14E-03,-6.14E-03,1,0.022,-0.718,3.817,0.319,-0.319,2.6,7.20E-01,-2.20E-01,895,,,151.72,123.05,-39.45,5836,158,-175,4.561,0.046,-0.184,0.816,0.225,-0.07,291.37408,40.263371,15.188
2100,8570333,K02436.01,84.5733346,6.54E-04,-6.54E-04,150.152,6.91E-03,-6.91E-03,0.024,0.428,-0.024,5.762,0.193,-0.193,2.59,5.80E-01,-2.20E-01,366,,,4.26,2.92,-1.13,5418,164,-180,4.543,0.03,-0.17,0.888,0.198,-0.074,295.62927,44.69062,15.758
2101,8478994,K00245.02,21.30181863,7.80E-05,-7.80E-05,191.84136,2.74E-03,-2.74E-03,0.086,0.376,-0.086,3.8763,0.0856,-0.0856,0.72,3.00E-02,-3.00E-02,564,,,23.89,3.55,-3.14,5437,73,-81,4.571,0.02,-0.03,0.781,0.034,-0.031,284.05954,44.518215,9.705
2102,5036705,K02437.01,4.14789051,3.41E-05,-3.41E-05,135.53291,7.74E-03,-7.74E-03,0.878,0.076,-0.664,3.829,0.204,-0.204,1.93,3.70E-01,-3.00E-01,1389,,,878.32,434.93,-286.13,6150,79,-79,4.223,0.125,-0.125,1.417,0.272,-0.223,297.90579,40.162861,14.725
2103,9574158,K02512.01,15.92108138,5.04E-05,-5.04E-05,147.0537,2.53E-03,-2.53E-03,0.972,0.009,-0.677,1.5443,0.0849,-0.0849,3.14,7.70E-01,-3.00E-01,645,,,40.88,29.53,-11.36,5595,149,-166,4.57,0.04,-0.16,0.82,0.201,-0.08,284.71988,46.25079,15.523
2104,9653622,K02513.01,19.0054098,6.04E-05,-6.04E-05,144.15574,2.66E-03,-2.66E-03,1.228,71.22,-4.989,1.843,0.152,-0.152,28.47,9.16E+00,-3.65E+00,758,,,78.19,74.12,-26.61,6347,176,-220,4.423,0.067,-0.202,1.036,0.333,-0.133,293.66885,46.37925,14.839
2105,4391348,K02514.01,1.96433113,1.61E-05,-1.61E-05,131.65195,7.08E-03,-7.08E-03,0.16,0.309,-0.16,2.381,0.167,-0.167,1.33,4.60E-01,-1.50E-01,1638,,,1704.63,1739.51,-577.4,6306,174,-261,4.405,0.073,-0.218,1.121,0.388,-0.129,297.40906,39.490292,15.083
2106,7294743,K02516.01,2.81043228,2.12E-05,-2.12E-05,133.40821,6.07E-03,-6.07E-03,0.351,0.115,-0.351,3.874,0.185,-0.185,1.43,2.40E-01,-3.90E-01,1701,,,1978.53,885.15,-986.59,5415,81,-72,3.868,0.196,-0.084,2.079,0.349,-0.567,295.45367,42.858799,13.388
2107,8947520,K02517.01,0.968527683,2.96E-06,-2.96E-06,131.50954,2.43E-03,-2.43E-03,0.941,0.015,-0.697,1.3672,0.076,-0.076,1.21,1.60E-01,-5.00E-02,1677,,,1867,656.06,-239.17,5580,83,-75,4.538,0.02,-0.104,0.886,0.114,-0.036,289.88437,45.211498,14.511
2108,12016267,K02590.01,11.7489907,1.40E-04,-1.40E-04,135.68045,9.23E-03,-9.23E-03,0.1228,0.3194,-0.1227,4.043,0.262,-0.262,1.01,5.30E-01,-2.90E-01,1114,,,363.51,558,-202.31,6440,148,-195,4.081,0.236,-0.273,1.655,0.863,-0.483,293.50702,50.450119,11.638
2109,6765135,K02592.01,175.603366,3.23E-03,-3.23E-03,202.3721,1.45E-02,-1.45E-02,0.952,0.013,-0.665,9.543,0.294,-0.294,2.87,9.50E-01,-3.20E-01,348,,,3.46,3.4,-1.09,6225,175,-218,4.461,0.056,-0.21,1.009,0.335,-0.112,287.75229,42.244781,15.054
2110,3861595,K00004.01,3.849371737,2.34E-06,-2.34E-06,157.526686,4.88E-04,-4.88E-04,0.915,0.02,-0.056,2.632,0.106,-0.106,12.94,1.80E+00,-4.20E+00,2034,,,4055.29,1643.78,-2336.51,6244,126,-114,3.657,0.27,-0.09,2.992,0.416,-0.971,294.35654,38.94738,11.432
2111,5725087,K00033.01,0.366197145,1.03E-06,-1.03E-06,133.55969,2.27E-03,-2.27E-03,0.319,0.167,-0.318,1.2335,0.0877,-0.0877,51.34,2.15E+00,-1.15E+01,9983,,,2335438.28,407000.24,-1077153.97,4448,88,-122,1.694,0.033,-0.027,31.5,1.323,-7.056,296.9679,40.926769,11.059
2112,10489206,K00251.01,4.164384505,2.16E-06,-2.16E-06,171.087935,3.91E-04,-3.91E-04,0.59,0.056,-0.429,1.8464,0.028,-0.028,2.54,1.90E-01,-2.10E-01,590,,,28.75,7.06,-6.62,3808,76,-84,4.754,0.036,-0.036,0.508,0.037,-0.042,298.25812,47.604939,14.752
2113,3426367,K02662.01,2.10433534,4.47E-06,-4.47E-06,133.31612,1.73E-03,-1.73E-03,0.872,0.049,-0.661,1.1168,0.0649,-0.0649,0.79,1.10E-01,-8.00E-02,662,,,45.34,17.7,-12.75,3605,71,-85,4.837,0.038,-0.071,0.433,0.058,-0.048,285.92889,38.520981,14.488
2114,5562090,K02664.01,28.8431751,2.71E-04,-2.71E-04,143.82307,7.23E-03,-7.23E-03,0.913,0.014,-0.637,3.171,0.196,-0.196,2.66,3.00E-01,-3.00E-01,491,,,13.77,5.6,-4.15,5151,168,-153,4.528,0.082,-0.067,0.785,0.088,-0.088,298.73523,40.76416,15.652
2115,11548140,K00256.01,1.378649746,4.00E-07,-4.00E-07,169.780113,2.22E-04,-2.22E-04,0.099,0.081,-0.099,1.2232,0.0105,-0.0105,6.51,5.20E-01,-7.70E-01,734,,,68.34,17.82,-19.72,3440,68,-75,4.82,0.044,-0.04,0.439,0.035,-0.052,285.18512,49.565369,15.373
2116,12110786,K02665.01,1.112207126,5.83E-06,-5.83E-06,131.8505,4.59E-03,-4.59E-03,0.402,0.038,-0.402,1.35,0.143,-0.143,0.73,2.30E-01,-7.00E-02,1797,,,2467.09,2229.27,-707.62,6046,162,-180,4.486,0.052,-0.208,0.972,0.3,-0.1,291.5321,50.681599,13.823
2117,5342061,K02666.01,64.034363,1.04E-03,-1.04E-03,159.0432,1.38E-02,-1.38E-02,0.985,67.52,-0.042,9.174,0.555,-0.555,3.47,8.00E-01,-3.20E-01,411,,,6.72,4.63,-1.76,5691,155,-155,4.561,0.05,-0.15,0.783,0.181,-0.072,284.11978,40.524281,15.341
2118,3654095,K02667.01,1.303576682,2.49E-06,-2.49E-06,133.0758,1.66E-03,-1.66E-03,0.08,0.377,-0.08,1.021,0.0638,-0.0638,1.51,4.50E-01,-1.60E-01,1694,,,1940.45,1738.4,-585.44,6045,180,-198,4.494,0.052,-0.208,0.955,0.285,-0.102,293.62442,38.732479,14.834
2119,5078939,K02438.01,1.958577398,8.68E-06,-8.68E-06,132.26115,3.73E-03,-3.73E-03,0.59,0.366,-0.374,2.388,0.123,-0.123,1.8,3.70E-01,-1.40E-01,1252,,,579.19,380.92,-138.38,5402,177,-160,4.568,0.034,-0.136,0.816,0.169,-0.06,284.14609,40.272331,15.902
2120,6867555,K02439.01,5.19103699,2.85E-05,-2.85E-05,135.21628,4.45E-03,-4.45E-03,0.117,0.324,-0.116,4.222,0.105,-0.105,1.92,6.40E-01,-2.10E-01,1183,,,462.91,448.36,-152.69,6321,174,-261,4.417,0.056,-0.224,1.125,0.37,-0.123,293.12738,42.320099,15.438
2121,5339567,K02440.01,4.86638504,2.42E-05,-2.42E-05,134.01501,4.01E-03,-4.01E-03,0.176,0.289,-0.176,2.296,0.138,-0.138,1.32,2.00E-01,-1.80E-01,1121,,,372.7,149.35,-110.83,5688,77,-77,4.333,0.132,-0.108,1.111,0.169,-0.154,282.99973,40.557449,13.987
2122,4459924,K02441.01,4.79176993,3.30E-05,-3.30E-05,134.03502,6.18E-03,-6.18E-03,0.372,0.085,-0.372,4.52,0.164,-0.164,0.81,4.00E-02,-6.00E-02,883,,,143.74,24.58,-27.4,5138,84,-77,4.536,0.065,-0.025,0.756,0.036,-0.055,290.23987,39.564529,14.287
2123,11080405,K02442.01,25.1933989,1.69E-04,-1.69E-04,146.4301,5.75E-03,-5.75E-03,0.679,0.025,-0.517,4.62,0.151,-0.151,1.95,9.00E-02,-1.50E-01,513,,,16.34,2.7,-3.18,5009,82,-75,4.491,0.077,-0.028,0.84,0.038,-0.063,289.85889,48.693851,15.629
2124,5529738,K02518.01,0.759762021,1.67E-06,-1.67E-06,131.79506,1.84E-03,-1.84E-03,1.183,0.15,-0.15,4.912,0.127,-0.127,24.2,7.05E+00,-3.02E+00,2280,,,6419.35,5490.39,-2119.33,6386,173,-211,4.402,0.062,-0.188,1.123,0.327,-0.14,290.53607,40.705849,14.871
2125,4047631,K02519.01,4.790912471,7.96E-06,-7.96E-06,132.01539,1.42E-03,-1.42E-03,0.969,0.02,-0.669,0.5134,0.0689,-0.0689,2.25,7.00E-02,-1.20E-01,717,,,62.51,8.83,-10.98,4359,78,-87,4.601,0.045,-0.01,0.676,0.021,-0.037,288.9039,39.154209,14.452
2126,10059645,K02520.01,6.49441464,3.13E-05,-3.13E-05,132.25189,3.76E-03,-3.76E-03,0.911,0.025,-0.707,2.344,0.103,-0.103,1.75,1.20E-01,-1.70E-01,732,,,68.05,18.62,-18.1,4769,141,-127,4.557,0.065,-0.03,0.742,0.048,-0.071,284.58578,47.079529,15.602
2127,5364071,K00248.03,2.576571021,1.95E-06,-1.95E-06,172.126911,6.17E-04,-6.17E-04,0.187,0.096,-0.187,1.5997,0.0187,-0.0187,1.57,9.00E-02,-1.20E-01,717,,,62.42,12.91,-13.65,3834,77,-84,4.708,0.045,-0.021,0.539,0.03,-0.041,292.29459,40.591789,15.264
2128,7183745,K02521.01,28.4750006,1.94E-04,-1.94E-04,154.5706,5.90E-03,-5.90E-03,0.835,0.092,-0.602,4.718,0.161,-0.161,2.64,1.00E-01,-1.90E-01,489,,,13.5,2.04,-2.55,4996,82,-74,4.497,0.08,-0.025,0.831,0.032,-0.06,285.86929,42.728088,15.86
2129,8212002,K02593.01,14.7966306,1.26E-04,-1.26E-04,142.74484,6.41E-03,-6.41E-03,0.182,0.269,-0.182,5.613,0.181,-0.181,0.98,1.60E-01,-1.00E-01,874,,,138.25,64.27,-36.42,6175,110,-134,4.299,0.072,-0.108,1.307,0.22,-0.135,281.83533,44.155918,11.714
2130,8004903,K02594.01,11.25401871,6.51E-05,-6.51E-05,136.8901,5.48E-03,-5.48E-03,0.603,0.336,-0.379,4.759,0.191,-0.191,2.42,7.50E-01,-4.00E-01,888,,,147.13,132.97,-57.61,5995,163,-199,4.351,0.112,-0.192,1.118,0.344,-0.185,280.25839,43.835758,15.166
2131,8883329,K02595.01,9.18244299,6.70E-05,-6.70E-05,134.04601,5.51E-03,-5.51E-03,0.257,0.203,-0.257,4.318,0.178,-0.178,1.24,2.30E-01,-1.90E-01,1052,,,289.74,151.21,-99.18,6194,124,-136,4.242,0.125,-0.125,1.314,0.244,-0.2,290.99527,45.192211,13.223
2132,8883329,K02595.02,14.6134781,1.56E-04,-1.56E-04,140.41368,7.01E-03,-7.01E-03,0.086,0.359,-0.086,5.266,0.19,-0.19,1.12,2.10E-01,-1.70E-01,901,,,155.87,81.34,-53.36,6194,124,-136,4.242,0.125,-0.125,1.314,0.244,-0.2,290.99527,45.192211,13.223
2133,3644653,K02596.01,119.682075,2.82E-03,-2.82E-03,176.0877,1.96E-02,-1.96E-02,1.259,6.738,-0.068,31.28,1,-1,30.39,8.57E+00,-2.87E+00,351,,,3.59,3.01,-1,5778,162,-182,4.531,0.035,-0.196,0.911,0.257,-0.086,291.20081,38.747849,15.903
2134,11253827,K02672.02,42.9923284,1.74E-04,-1.74E-04,162.50532,3.34E-03,-3.34E-03,0.643,0.246,-0.42,4.726,0.11,-0.11,3.32,4.20E-01,-2.70E-01,496,,,14.33,5.44,-3.12,5593,111,-111,4.45,0.068,-0.102,0.945,0.122,-0.075,296.13281,48.977402,11.921
2135,5514383,K00257.01,6.88341278,1.34E-05,-1.34E-05,172.66227,1.49E-03,-1.49E-03,0.083,0.354,-0.083,2.0674,0.0521,-0.0521,2.63,7.00E-02,-9.00E-02,1080,,,321.63,32.39,-39.17,6139,74,-86,4.359,0.012,-0.012,1.193,0.029,-0.043,284.63519,40.71983,10.868
2136,10747445,K02673.01,4.593595496,7.22E-06,-7.22E-06,134.88971,1.59E-03,-1.59E-03,1.147,50.41,-0.385,2.7468,0.0374,-0.0374,44.14,1.29E+01,-4.29E+00,1022,,,258.12,227.21,-74.38,5717,173,-190,4.538,0.036,-0.204,0.884,0.258,-0.086,297.46594,48.089329,16.444
2137,8022489,K02674.01,197.5111484,3.64E-04,-3.64E-04,272.3864,1.31E-03,-1.31E-03,0.814,0.013,-0.019,11.106,0.101,-0.101,9.52,1.56E+00,-2.15E+00,391,,,5.54,2.65,-2.43,5616,124,-90,4.004,0.202,-0.093,1.674,0.275,-0.378,289.65125,43.824421,13.349
2138,8022489,K02674.02,11.1726723,1.11E-04,-1.11E-04,140.00764,7.29E-03,-7.29E-03,0.504,0.437,-0.306,6.106,0.242,-0.242,1.5,2.40E-01,-3.40E-01,1019,,,255.06,122.24,-111.75,5616,124,-90,4.004,0.202,-0.093,1.674,0.275,-0.378,289.65125,43.824421,13.349
2139,8022489,K02674.03,2.53573284,1.11E-05,-1.11E-05,133.01581,3.73E-03,-3.73E-03,0.054,0.4,-0.054,3.989,0.11,-0.11,1.36,2.30E-01,-3.00E-01,1671,,,1842.18,882.93,-807.12,5616,124,-90,4.004,0.202,-0.093,1.674,0.275,-0.378,289.65125,43.824421,13.349
2140,9209624,K02443.01,6.79164656,4.31E-05,-4.31E-05,136.48519,6.10E-03,-6.10E-03,0.121,0.347,-0.121,3.343,0.151,-0.151,1.01,1.50E-01,-1.40E-01,994,,,230.81,97.53,-74.49,5772,115,-104,4.351,0.15,-0.1,1.003,0.147,-0.147,287.79819,45.656712,13.987
2141,9209624,K02443.02,11.8376933,1.05E-04,-1.05E-04,142.21212,8.30E-03,-8.30E-03,0.557,0.405,-0.352,3.381,0.197,-0.197,1,1.50E-01,-1.50E-01,826,,,110.03,46.5,-35.51,5772,115,-104,4.351,0.15,-0.1,1.003,0.147,-0.147,287.79819,45.656712,13.987
2142,3354846,K02444.01,18.5525162,1.37E-04,-1.37E-04,135.51322,6.52E-03,-6.52E-03,0.78,0.174,-0.566,4.385,0.21,-0.21,2.53,6.50E-01,-2.10E-01,612,,,33.14,25.75,-8.88,5569,166,-182,4.566,0.032,-0.179,0.829,0.213,-0.071,294.57623,38.45697,15.714
2143,6516185,K02445.01,47.3659328,8.40E-04,-8.40E-04,175.0355,1.31E-02,-1.31E-02,1.085,72.31,-6.696,7.929,0.558,-0.558,11.97,3.30E+00,-1.42E+00,481,,,12.62,10.47,-4.03,5708,169,-186,4.482,0.078,-0.182,0.902,0.249,-0.107,289.88446,41.906551,15.817
2144,8478994,K00245.03,13.3669309,3.60E-04,-3.60E-04,184.0734,1.84E-02,-1.84E-02,0.4064,0.052,-0.4064,3.733,0.648,-0.648,0.27,1.00E-02,-1.00E-02,656,,,43.71,5.64,-5.1,5417,75,-75,4.567,0.04,-0.04,0.772,0.026,-0.026,284.05954,44.518215,9.705
2145,3946023,K02447.01,1.045492348,6.58E-06,-6.58E-06,132.27517,4.88E-03,-4.88E-03,0.708,0.237,-0.466,2.933,0.216,-0.216,0.83,1.80E-01,-2.20E-01,2291,,,6522.69,4201.27,-3352.96,6057,164,-164,4.088,0.273,-0.117,1.457,0.314,-0.384,289.0787,39.04034,12.804
2146,7183745,K02521.02,4.86634094,2.50E-05,-2.50E-05,353.34131,3.79E-03,-3.79E-03,0.895,0.075,-0.687,1.885,0.139,-0.139,1.94,7.00E-02,-1.40E-01,881,,,142.39,21.52,-26.92,4996,82,-74,4.497,0.08,-0.025,0.831,0.032,-0.06,285.86929,42.728088,15.86
2147,9177629,K02522.01,5.60402307,1.16E-05,-1.16E-05,133.82508,1.75E-03,-1.75E-03,0.8,0.121,-0.586,1.0273,0.0685,-0.0685,1.25,7.00E-02,-6.00E-02,774,,,84.65,16.41,-14.22,4847,97,-97,4.581,0.033,-0.03,0.737,0.037,-0.037,299.38159,45.592239,13.713
2148,7778767,K02523.01,13.0313583,1.04E-04,-1.04E-04,144.11544,6.62E-03,-6.62E-03,0.813,0.142,-0.589,4.521,0.16,-0.16,2.88,4.30E-01,-4.00E-01,774,,,84.94,34,-25.17,5514,74,-74,4.345,0.132,-0.108,1.071,0.163,-0.148,299.16953,43.44109,15.829
2149,7515762,K02524.01,40.9905002,4.40E-04,-4.40E-04,132.4136,8.52E-03,-8.52E-03,0.048,0.409,-0.048,7.336,0.249,-0.249,2.41,4.20E-01,-4.60E-01,627,,,36.5,16.62,-13.77,5842,79,-70,4.17,0.176,-0.095,1.41,0.246,-0.27,287.83847,43.153229,15.272
2150,5942949,K02525.01,57.2932309,5.32E-04,-5.32E-04,146.23112,6.26E-03,-6.26E-03,0.021,0.441,-0.021,4.878,0.243,-0.243,1.95,1.40E-01,-1.80E-01,355,,,3.76,1.09,-1,4806,144,-129,4.564,0.065,-0.03,0.729,0.051,-0.07,285.29193,41.255692,15.699
2151,12120307,K02597.01,8.00504749,5.08E-05,-5.08E-05,138.71228,5.94E-03,-5.94E-03,0.054,0.405,-0.054,3.32,0.166,-0.166,1.52,5.10E-01,-1.70E-01,1035,,,271.68,262.66,-85.79,6398,157,-224,4.411,0.056,-0.21,1.101,0.37,-0.123,296.30197,50.672321,14.79
2152,12120307,K02597.02,12.13070414,9.62E-05,-9.62E-05,139.89855,6.88E-03,-6.88E-03,0.083,0.365,-0.083,3.843,0.185,-0.185,1.61,5.40E-01,-1.80E-01,901,,,155.85,150.68,-49.21,6398,157,-224,4.411,0.056,-0.21,1.101,0.37,-0.123,296.30197,50.672321,14.79
2153,7446631,K02598.01,29.2254372,2.30E-04,-2.30E-04,143.98764,5.19E-03,-5.19E-03,0.384,0.067,-0.384,5.293,0.194,-0.194,1.35,4.40E-01,-1.50E-01,614,,,33.69,33.79,-10.54,6049,190,-211,4.461,0.058,-0.232,1.008,0.333,-0.111,292.32419,43.033451,14.162
2154,9777251,K02600.01,1.33255087,1.67E-05,-1.67E-05,132.059,1.26E-02,-1.26E-02,0.415,0.033,-0.415,3.565,0.305,-0.305,1.19,3.40E-01,-2.00E-01,1728,,,2107.29,1832.52,-834,5774,172,-190,4.347,0.158,-0.193,1.054,0.305,-0.178,294.53516,46.506149,15.053
2155,6864893,K02375.01,40.8792243,3.95E-04,-3.95E-04,163.41583,8.07E-03,-8.07E-03,0.79,0.151,-0.563,7.005,0.207,-0.207,1.62,2.50E-01,-1.40E-01,437,,,8.59,4.37,-2.21,5383,160,-160,4.609,0.039,-0.091,0.72,0.114,-0.061,292.36026,42.398022,14.923
2156,11701407,K02376.01,18.8262877,1.11E-04,-1.11E-04,134.70322,4.88E-03,-4.88E-03,0.198,0.249,-0.198,2.344,0.115,-0.115,2.34,3.30E-01,-3.00E-01,591,,,28.85,14.37,-9.89,5215,184,-184,4.481,0.105,-0.115,0.845,0.12,-0.109,285.14264,49.800671,15.279
2157,5906426,K02377.01,13.9034057,1.01E-04,-1.01E-04,143.52317,5.88E-03,-5.88E-03,0.871,0.091,-0.638,3.408,0.169,-0.169,1.55,3.10E-01,-1.60E-01,646,,,41.08,30.82,-14.46,5261,265,-265,4.523,0.076,-0.123,0.819,0.163,-0.088,299.29227,41.15308,14.782
2158,11288051,K00241.03,3.41045981,1.36E-05,-1.36E-05,131.58062,3.04E-03,-3.04E-03,0.971,0.01,-0.682,2.866,0.1,-0.1,1.06,7.00E-02,-4.00E-02,892,,,149.88,35.07,-21.68,4983,100,-100,4.66,0.017,-0.052,0.651,0.044,-0.024,286.75278,49.064911,14.139
2159,10813132,K02378.01,4.76702759,2.46E-05,-2.46E-05,132.69368,4.09E-03,-4.09E-03,0.077,0.384,-0.077,2.013,0.14,-0.14,1.19,3.10E-01,-1.70E-01,1046,,,282.97,219.67,-96.24,5629,152,-152,4.43,0.12,-0.18,0.937,0.247,-0.133,297.46362,48.181412,14.431
2160,5857540,K02448.01,13.62801048,6.23E-05,-6.23E-05,135.45073,4.03E-03,-4.03E-03,0.927,0.006,-0.651,3.5374,0.0976,-0.0976,3.28,4.20E-01,-4.20E-01,639,,,39.48,18.78,-13.36,5052,192,-174,4.48,0.105,-0.105,0.855,0.109,-0.109,284.6062,41.196381,15.462
2161,12208631,K02449.01,53.3580444,5.71E-04,-5.71E-04,138.38498,8.94E-03,-8.94E-03,0.905,0.034,-0.655,6.812,0.184,-0.184,3.41,4.50E-01,-4.10E-01,474,,,11.94,4.33,-3.18,5481,82,-74,4.369,0.121,-0.099,1.036,0.138,-0.124,291.55051,50.825611,15.114
2162,7289317,K02450.01,16.83203175,8.53E-05,-8.53E-05,140.53041,4.69E-03,-4.69E-03,0.533,0.416,-0.331,4.031,0.129,-0.129,1.86,2.50E-01,-1.80E-01,690,,,53.44,19.29,-12.54,5518,74,-83,4.4,0.1,-0.1,1.008,0.137,-0.099,294.00946,42.880772,14.834
2163,6500206,K02451.01,13.37499553,4.82E-05,-4.82E-05,142.38153,2.96E-03,-2.96E-03,0.045,0.43,-0.045,1.639,0.1,-0.1,2.01,2.00E-01,-2.40E-01,703,,,57.85,16.38,-15.82,5263,78,-78,4.404,0.114,-0.066,0.961,0.096,-0.117,283.1788,41.989922,14.738
2164,5545815,K02452.01,4.35370136,2.87E-05,-2.87E-05,134.09426,4.82E-03,-4.82E-03,0.535,0.03,-0.454,1.913,0.173,-0.173,1.33,3.50E-01,-2.40E-01,1179,,,456.83,372.13,-184.55,5992,179,-179,4.382,0.149,-0.182,0.985,0.266,-0.177,295.26068,40.766392,14.685
2165,3116302,K02526.01,134.96694,1.48E-02,-1.48E-02,205.9674,8.20E-02,-8.20E-02,0.0156,0.4553,-0.0156,18.43,4.6,-4.6,0.87,4.30E-01,-9.00E-02,385,,,5.18,7.36,-1.49,6154,146,-186,4.416,0.062,-0.308,1.053,0.511,-0.107,291.39886,38.228611,13.314
2166,7879433,K02527.01,1.385787741,4.40E-06,-4.40E-06,135.49119,2.75E-03,-2.75E-03,0.35,0.113,-0.35,1.6449,0.0888,-0.0888,0.55,3.00E-02,-3.00E-02,1008,,,245.15,45.34,-41.64,4239,84,-84,4.667,0.025,-0.022,0.6,0.028,-0.031,287.1427,43.616051,14.131
2167,9205907,K02528.01,12.02295362,2.79E-05,-2.79E-05,136.20687,2.10E-03,-2.10E-03,0.965,0.019,-0.757,1.2667,0.0655,-0.0655,3.28,9.50E-01,-3.20E-01,776,,,85.78,74.17,-24.34,5982,167,-188,4.535,0.048,-0.204,0.879,0.257,-0.086,285.67377,45.639858,15.646
2168,8463346,K02529.01,16.79716262,9.55E-05,-9.55E-05,134.0417,4.51E-03,-4.51E-03,0.899,0.037,-0.636,3.83,0.119,-0.119,2.75,1.30E-01,-1.20E-01,503,,,15.19,2.6,-2.25,4652,74,-83,4.617,0.02,-0.032,0.697,0.034,-0.03,301.72076,44.41206,15.856
2169,5364071,K00248.04,18.59611518,4.87E-05,-4.87E-05,141.26331,2.09E-03,-2.09E-03,0.014,0.387,-0.014,2.3052,0.0599,-0.0599,1.53,8.00E-02,-1.20E-01,371,,,4.48,0.92,-0.98,3834,77,-84,4.708,0.045,-0.021,0.539,0.03,-0.041,292.29459,40.591789,15.264
2170,10489206,K00251.02,5.77440326,3.06E-05,-3.06E-05,132.96695,4.55E-03,-4.55E-03,0.425,0.515,-0.227,1.768,0.127,-0.127,0.8,6.00E-02,-6.00E-02,529,,,18.6,4.57,-4.29,3808,76,-84,4.754,0.036,-0.036,0.508,0.037,-0.042,298.25812,47.604939,14.752
2171,7531677,K02601.01,2.622134451,9.92E-06,-9.92E-06,131.87323,3.86E-03,-3.86E-03,0.664,0.001,-0.526,4.735,0.117,-0.117,1.64,2.70E-01,-3.10E-01,1548,,,1359.14,604.35,-508.23,5864,79,-79,4.199,0.162,-0.108,1.369,0.233,-0.256,292.99469,43.180672,13.915
2172,10068659,K02602.01,11.47685263,6.68E-05,-6.68E-05,139.63194,4.76E-03,-4.76E-03,0.07,0.391,-0.07,2.756,0.135,-0.135,1.58,2.10E-01,-1.80E-01,796,,,94.94,34.55,-23.59,5550,83,-74,4.384,0.105,-0.105,1.032,0.138,-0.113,289.13467,47.062988,15.051
